"08507: Air transport. Passengers, by airport, type of traffic, domestic/international flights, passenger group, contents and month"

"airport";"type of traffic";"domestic/international flights";"passenger group";"Passengers 2009M01";"Passengers 2009M02";"Passengers 2009M03";"Passengers 2009M04";"Passengers 2009M05";"Passengers 2009M06";"Passengers 2009M07";"Passengers 2009M08";"Passengers 2009M09";"Passengers 2009M10";"Passengers 2009M11";"Passengers 2009M12";"Passengers 2010M01";"Passengers 2010M02";"Passengers 2010M03";"Passengers 2010M04";"Passengers 2010M05";"Passengers 2010M06";"Passengers 2010M07";"Passengers 2010M08";"Passengers 2010M09";"Passengers 2010M10";"Passengers 2010M11";"Passengers 2010M12";"Passengers 2011M01";"Passengers 2011M02";"Passengers 2011M03";"Passengers 2011M04";"Passengers 2011M05";"Passengers 2011M06";"Passengers 2011M07";"Passengers 2011M08";"Passengers 2011M09";"Passengers 2011M10";"Passengers 2011M11";"Passengers 2011M12";"Passengers 2012M01";"Passengers 2012M02";"Passengers 2012M03";"Passengers 2012M04";"Passengers 2012M05";"Passengers 2012M06";"Passengers 2012M07";"Passengers 2012M08";"Passengers 2012M09";"Passengers 2012M10";"Passengers 2012M11";"Passengers 2012M12";"Passengers 2013M01";"Passengers 2013M02";"Passengers 2013M03";"Passengers 2013M04";"Passengers 2013M05";"Passengers 2013M06";"Passengers 2013M07";"Passengers 2013M08";"Passengers 2013M09";"Passengers 2013M10";"Passengers 2013M11";"Passengers 2013M12";"Passengers 2014M01";"Passengers 2014M02";"Passengers 2014M03";"Passengers 2014M04";"Passengers 2014M05";"Passengers 2014M06";"Passengers 2014M07";"Passengers 2014M08";"Passengers 2014M09";"Passengers 2014M10";"Passengers 2014M11";"Passengers 2014M12";"Passengers 2015M01";"Passengers 2015M02";"Passengers 2015M03";"Passengers 2015M04";"Passengers 2015M05";"Passengers 2015M06";"Passengers 2015M07";"Passengers 2015M08";"Passengers 2015M09";"Passengers 2015M10";"Passengers 2015M11";"Passengers 2015M12";"Passengers 2016M01";"Passengers 2016M02";"Passengers 2016M03";"Passengers 2016M04";"Passengers 2016M05";"Passengers 2016M06";"Passengers 2016M07";"Passengers 2016M08";"Passengers 2016M09";"Passengers 2016M10";"Passengers 2016M11";"Passengers 2016M12";"Passengers 2017M01";"Passengers 2017M02";"Passengers 2017M03";"Passengers 2017M04";"Passengers 2017M05";"Passengers 2017M06";"Passengers 2017M07";"Passengers 2017M08";"Passengers 2017M09";"Passengers 2017M10";"Passengers 2017M11";"Passengers 2017M12";"Passengers 2018M01";"Passengers 2018M02";"Passengers 2018M03";"Passengers 2018M04";"Passengers 2018M05";"Passengers 2018M06";"Passengers 2018M07";"Passengers 2018M08";"Passengers 2018M09";"Passengers 2018M10";"Passengers 2018M11";"Passengers 2018M12";"Passengers 2019M01";"Passengers 2019M02";"Passengers 2019M03";"Passengers 2019M04";"Passengers 2019M05";"Passengers 2019M06";"Passengers 2019M07";"Passengers 2019M08";"Passengers 2019M09";"Passengers 2019M10";"Passengers 2019M11";"Passengers 2019M12";"Passengers 2020M01";"Passengers 2020M02";"Passengers 2020M03";"Passengers 2020M04";"Passengers 2020M05";"Passengers 2020M06";"Passengers 2020M07";"Passengers 2020M08";"Passengers 2020M09"
"Oslo Gardermoen";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;3;0;0;1;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;6;0;0;0;0;0;125;0;9;0;0;2;6;0;0;6;5;4;34;0;11;6;5;12;0;6;0;0;0;0;0;0;3;3;93;1;0;382;0;5;0;1;166;7;0;0;3;0;0;5;13;0;4;0;1;0;0;0;0;0;0;2;0;0;0;0;9;186;9;169;2;138;0;0;0;4;0;1;0;8;0;3;0;0;0;0;0;8;0;7;35;12;1;155;660;213;14;14;18;11;3;9;2;18;13;10
"Stavanger Sola";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";165856;170358;203158;184354;195197;205996;128716;170045;207065;222665;209641;169034;169290;174655;197364;136003;195616;204161;130173;189337;221930;221232;215955;175604;180852;184122;224071;185485;224839;212925;138102;193672;235446;235121;233813;184486;196257;200314;228736;192177;239943;214173;144853;212208;230960;247030;238626;176324;198848;197968;205119;255929;250629;241061;165290;220065;260402;272026;252577;199475;220698;213012;251499;238006;251837;257336;168037;222475;258152;263085;243982;196544;200666;202753;230220;223013;232034;245093;169787;212002;246657;249974;235982;184351;192334;203140;215493;223195;232023;235473;151538;212582;249891;239208;232417;187700;195145;190948;233713;200821;241086;241423;158016;208044;241021;245543;236827;185311;197974;196003;214431;233687;240663;238536;168995;228795;251747;257163;247008;190740;212752;202661;244273;212833;249488;249257;173328;220245;255725;262704;238525;201117;208877;203029;109844;45835;55962;84949;105200;103993;114581
"Stavanger Sola";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";77364;80695;89266;91902;107354;128941;149331;117758;109181;103152;92599;81889;81078;85421;102183;70485;110973;131556;150304;124654;115721;118584;98133;89475;90324;85654;108785;117237;125997;152297;176271;141537;140344;138841;114503;108801;101313;108328;125218;121230;136846;158589;203580;162696;157203;151617;136312;124321;119862;129420;146947;145762;164839;194723;240504;188745;170492;165016;140882;126306;117992;119846;144523;150063;163364;195731;237936;194258;169314;164628;140559;127847;117983;121626;136097;139872;159717;192199;246052;190071;165341;157475;120146;114460;101055;104317;118462;115564;137471;163543;217346;162396;140404;138199;107855;107159;91197;96815;113078;121750;132901;162028;209774;164121;144583;137736;110315;110275;96861;104953;116529;117117;137788;159473;204246;160485;140098;134389;110075;107383;96878;99097;115606;119260;129463;162821;202641;157863;139703;137413;109470;108887;98426;102421;45927;118;237;8105;25560;30879;15872
"Stavanger Sola";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";243220;251053;292424;276256;302551;334937;278047;287803;316246;325817;302240;250923;250368;260076;299547;206488;306589;335717;280477;313991;337651;339816;314088;265079;271176;269776;332856;302722;350836;365222;314373;335209;375790;373962;348316;293287;297570;308642;353954;313407;376789;372762;348433;374904;388163;398647;374938;300645;318710;327388;352066;401691;415468;435784;405794;408810;430894;437042;393459;325781;338690;332858;396022;388069;415201;453067;405973;416733;427466;427713;384541;324391;318649;324379;366317;362885;391751;437292;415839;402073;411998;407449;356128;298811;293389;307457;333955;338759;369494;399016;368884;374978;390295;377407;340272;294859;286342;287763;346791;322571;373987;403451;367790;372165;385604;383279;347142;295586;294835;300956;330960;350804;378451;398009;373241;389280;391845;391552;357083;298123;309630;301758;359879;332093;378951;412078;375969;378108;395428;400117;347995;310004;307303;305450;155771;45953;56199;93054;130760;134872;130453
"Stavanger Sola";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";160981;165480;198060;178866;189613;201545;124320;165658;201582;216321;204395;163296;164920;170102;194302;132525;191619;200263;127257;185128;218406;217525;213292;172233;178053;181663;220352;182001;220660;209166;134310;189156;231988;231950;229567;180232;193357;197948;225715;189073;236142;210057;141359;206889;227257;242603;234048;173199;193550;193149;198575;232426;226734;219741;142267;197973;238085;248157;231529;178356;198376;191374;227097;212808;228095;232669;140620;199760;235054;239492;222499;175907;180766;183079;208456;203727;213105;223654;144585;190414;223964;229542;216873;165789;176018;186595;196847;206611;215141;216762;136274;195284;231781;221684;214629;171093;178996;176135;215880;185906;223392;224328;141678;191717;225871;230044;220331;171595;182825;182133;199467;218858;223332;218973;148991;206597;233198;236829;227580;174996;193678;185402;224337;191100;224555;227972;151337;199896;236094;241867;219814;180977;188717;186190;95207;33119;42044;68514;88649;88182;98497
"Stavanger Sola";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";66265;70208;79146;85438;95059;106168;119992;95827;92787;96058;87453;78175;76593;78967;96433;67172;100170;110450;117303;100451;97192;103825;85764;77671;75069;74677;95065;104776;110200;124762;135082;115451;118660;121215;106212;99628;92837;100325;114474;115977;119512;127474;160211;131619;131146;135208;122539;110007;104850;113509;129573;135313;145476;159249;192147;155982;146727;148243;127103;114818;107411;110150;132527;140197;144168;168741;195516;164989;146223;148883;128827;119316;105823;111804;126480;132667;143293;163707;203627;160908;145232;143895;111195;106948;91354;96045;110085;109993;121709;138281;175055;140055;123029;123483;100320;99107;83459;89456;105732;113925;119005;137144;169483;138953;122540;121739;102223;101306;89399;97412;108006;111732;123606;130756;163046;135575;119323;118214;102057;98758;89476;91544;106077;113131;117958;134968;162443;133849;124621;122488;100675;100375;90242;94222;41486;0;0;7855;25472;30728;15336
"Stavanger Sola";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";227246;235688;277206;264304;284672;307713;244312;261485;294369;312379;291848;241471;241513;249069;290735;199697;291789;310713;244560;285579;315598;321350;299056;249904;253122;256340;315417;286777;330860;333928;269392;304607;350648;353165;335779;279860;286194;298273;340189;305050;355654;337531;301570;338508;358403;377811;356587;283206;298400;306658;328148;367739;372210;378990;334414;353955;384812;396400;358632;293174;305787;301524;359624;353005;372263;401410;336136;364749;381277;388375;351326;295223;286589;294883;334936;336394;356398;387361;348212;351322;369196;373437;328068;272737;267372;282640;306932;316604;336850;355043;311329;335339;354810;345167;314949;270200;262455;265591;321612;299831;342397;361472;311161;330670;348411;351783;322554;272901;272224;279545;307473;330590;346938;349729;312037;342172;352521;355043;329637;273754;283154;276946;330414;304231;342513;362940;313780;333745;360715;364355;320489;281352;278959;280412;136693;33119;42044;76369;114121;118910;113833
"Stavanger Sola";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";126;471;86;413;1103;223;38;345;643;1049;121;364;91;6;403;473;1105;345;604;1184;791;988;209;213;631;236;1047;812;1048;696;795;796;449;534;297;333;72;402;493;1346;1022;608;280;1684;616;1740;1091;328;1501;1352;2816;1908;1795;940;1553;1120;1340;1026;169;395;333;296;417;1257;690;855;3062;1636;601;535;53;93;44;209;471;388;336;232;2170;349;597;304;661;362;185;581;947;115;39;452;194;31;358;21;153;7;0;16;211;187;414;249;948;6;89;58;157;141;174;26;80;72;12;29;134;28;552;25;215;99;107;3;473;205;142;86;169;54;49;26;14;1354;364;374;633;456;571;1103;477;510;616
"Stavanger Sola";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";11099;10487;10088;6408;12294;22773;29339;21931;16389;7077;5146;3696;4485;6449;5750;3281;10803;21106;33001;24203;18529;14747;12369;11804;15255;10951;13720;12458;15796;27527;41187;26086;21684;17625;8291;9173;8472;8001;10720;5003;17302;31114;43369;31073;26052;16409;13463;14312;15002;15905;17372;10365;19271;35340;48211;32658;23624;16657;13769;11488;10576;9672;11918;9864;19188;26989;42404;29256;23078;15745;11634;8531;12141;9820;9617;7203;16421;28492;42424;29159;20100;13580;8951;7407;9682;8272;8377;5562;15762;25220;42291;22331;17370;14716;7532;8032;7707;7330;7329;7777;13837;24836;40291;25134;22043;15997;8081;8968;7462;7529;8523;5381;14182;28703;41200;24864;20775;16165;8009;8611;7371;7553;9500;6110;11505;27825;40174;24000;15082;14925;8795;8512;8184;8185;4431;113;237;240;88;151;525
"Stavanger Sola";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";11225;10958;10174;6821;13397;22996;29377;22276;17032;8126;5267;4060;4576;6455;6153;3754;11908;21451;33605;25387;19320;15735;12578;12017;15886;11187;14767;13270;16844;28223;41982;26882;22133;18159;8588;9506;8544;8403;11213;6349;18324;31722;43649;32757;26668;18149;14554;14640;16503;17257;20188;12273;21066;36280;49764;33778;24964;17683;13938;11883;10909;9968;12335;11121;19878;27844;45466;30892;23679;16280;11687;8624;12185;10029;10088;7591;16757;28724;44594;29508;20697;13884;9612;7769;9867;8853;9324;5677;15801;25672;42485;22362;17728;14737;7685;8039;7707;7346;7540;7964;14251;25085;41239;25140;22132;16055;8238;9109;7636;7555;8603;5453;14194;28732;41334;24892;21327;16190;8224;8710;7478;7556;9973;6315;11647;27911;40343;24054;15131;14951;8809;9866;8548;8559;5064;569;808;1343;565;661;1141
"Stavanger Sola";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;26;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stavanger Sola";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;9;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stavanger Sola";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;5;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;32;26;0;0;0;294;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;9;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stavanger Sola";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";4749;4407;5012;5075;4476;4223;4356;4033;4840;5293;5125;5374;4279;4547;2659;3004;2892;3553;2312;3021;2693;2719;2452;3158;2168;2223;2672;2669;3131;3063;2982;3720;3009;2637;3944;3911;2828;1964;2513;1758;2752;3476;3188;3630;3087;2684;3487;2786;3797;3413;3728;21595;22060;20373;21454;20972;20977;22836;20874;20716;21988;21337;23985;23941;23043;23812;24349;21068;22401;22868;21376;20508;19786;19439;21215;18855;18555;21095;22956;21174;22011;20065;18406;18166;16119;15961;17680;16402;16842;18254;15070;17256;17731;17472;17574;16562;16106;14767;17511;14669;17162;16794;15388;16321;15050;15441;16337;13575;14975;13844;14860;14753;17316;19534;19865;22170;17953;20307;19213;15637;18967;17253;19450;21524;24786;21166;21793;20285;19582;20811;18697;18632;19709;16464;14004;12260;13347;15332;16073;15301;15466
"Stavanger Sola";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;32;56;1;0;0;0;5;17;0;18;0;0;0;32;0;0;0;0;0;12;0;0;0;21;0;0;0;8;2;0;0;1;0;0;4;2;24;0;32;1;0;0;5;0;13;0;9;5;0;84;92;110;146;103;102;116;10;0;5;24;78;0;8;0;14;13;13;0;14;0;19;2;0;0;0;0;0;0;9;0;0;105;19;0;0;0;0;42;0;0;0;0;0;16;31;29;17;48;58;48;0;15;0;0;11;1;0;12;0;4;0;14;0;0;0;10;9;14;31;0;29;19;0;28;24;14;0;0;0;0;0;14;10;5;0;10;0;0;11
"Stavanger Sola";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";4749;4407;5044;5131;4477;4223;4356;4033;4845;5310;5125;5392;4279;4547;2659;3036;2892;3553;2312;3021;2693;2731;2452;3158;2168;2244;2672;2669;3131;3071;2984;3720;3009;2638;3944;3911;2832;1966;2537;1758;2784;3477;3188;3630;3092;2684;3500;2786;3806;3418;3728;21679;22152;20483;21600;21075;21079;22952;20884;20716;21993;21361;24063;23941;23051;23812;24363;21081;22414;22868;21390;20508;19805;19441;21215;18855;18555;21095;22956;21174;22020;20065;18406;18271;16138;15961;17680;16402;16842;18296;15070;17256;17731;17472;17574;16578;16137;14796;17528;14717;17220;16842;15388;16336;15050;15441;16348;13576;14975;13856;14860;14757;17316;19548;19865;22170;17953;20317;19222;15651;18998;17253;19479;21543;24786;21194;21817;20299;19582;20811;18697;18632;19709;16478;14014;12265;13347;15342;16073;15301;15477
"Stavanger Sola";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;2;9;0;2;0;0;0;0;0;1;0;0;0;0;40;0;2;0;0;0;0;0;0;0;15;0;0;0;5;10;0;0;15;0;27;0;0;0;0;3;0;5;0;54;0;0;38;7;16;0;0;2;2;8;1;1;0;0;9;0;6;11;96;27;54;36;66;26;78;43;38;112;76;62;80;63;42;34;12;3;19;67;1;5;0;11;21;31;61;38;43;30;111;59;118;52;2;0;11;0;2;0;0;0;24;4;3;0;5;0;41;2;0;8;0;3;13;3;5;27;27;9;0;0;0;0;87;1;0;0;0;0;1;0;2
"Stavanger Sola";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;21;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stavanger Sola";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;2;9;0;2;0;0;0;0;0;1;0;0;0;0;40;0;2;0;0;0;0;3;1;0;15;0;0;0;5;10;0;0;15;0;27;0;0;0;0;3;0;7;0;55;2;0;38;28;16;2;2;2;2;8;1;1;0;0;9;0;6;11;96;27;54;36;66;26;78;45;38;112;77;62;80;63;42;34;12;3;19;67;1;5;0;11;21;31;61;42;43;30;111;59;118;52;2;0;11;0;2;0;0;0;24;4;3;0;5;0;41;2;0;8;0;3;13;3;5;27;27;9;0;0;0;0;87;1;0;0;0;0;1;0;2
"Stavanger Sola";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;6;0;0;0;0;0;0;0;0;0;5;3;0;0;4;0;0;0;0;0;0;0;163;0;0;4;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;6;2;1;0;0;0;154;0;0;0;0;0;0;0;0;0
"Stavanger Sola";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;1;0;0;0;0;3;0;0;37;0;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;5;0;3;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stavanger Sola";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;3;6;1;0;0;0;0;3;0;0;37;5;3;0;0;4;0;2;0;1;2;0;0;163;0;0;4;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;3;5;0;3;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;6;2;1;0;0;0;154;0;0;0;0;0;0;0;0;0
"Bergen Flesland";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";264724;274743;321387;294240;318982;335336;236085;288940;322487;348094;318237;264923;274723;282911;313957;216821;316618;323256;242338;308761;352411;360900;330580;281606;283038;282815;346736;297460;372055;350857;248418;325231;378765;389704;380799;308021;318463;322808;371742;315126;388000;346377;267452;335240;364736;392538;371535;292621;311477;319572;330810;381015;385265;368725;276842;341356;390797;414357;376581;304189;328921;317299;366455;348542;376757;386234;271629;336128;382999;403875;357343;296527;291836;299666;340901;331579;349823;362083;256392;317061;350323;360782;334533;272653;275696;295902;306030;317540;347138;348486;238705;313320;357481;355935;327846;275916;281674;283872;337180;303419;357269;361683;243848;322790;360210;373628;344244;281225;293259;291314;320058;345157;356719;354864;257218;336181;373428;387648;361841;289519;308335;303422;356897;310623;366948;374076;255571;335117;384051;399161;358148;301114;317902;308750;177132;77218;94154;153278;200902;201087;201246
"Bergen Flesland";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";78617;79212;94381;97385;114246;137291;169501;141817;117375;112513;91145;80783;81060;87007;112093;87539;142787;174751;218934;177496;150026;145281;110853;97005;98882;99033;120641;140181;152003;190113;239697;191670;161512;158101;118260;107248;99868;108962;134951;142458;155559;186262;256044;199727;171618;166612;133434;118359;111151;123185;152180;156177;186667;232296;315320;248864;197143;191652;146763;135917;122486;131274;156341;171210;185432;226561;298631;240626;188075;178931;134745;126726;112355;123935;145342;162364;195962;233483;303511;251924;204391;191929;142948;135899;122995;131168;171523;159467;197183;237150;311471;249512;200929;198918;134285;133796;121801;125860;148372;175066;195639;249634;330599;263530;222969;206115;135786;137159;127147;131449;160823;171875;208870;254751;336763;276694;226895;210754;146299;151008;135274;140143;164678;196444;215491;266739;346130;279395;232185;215041;156059;158343;141677;147200;70882;2630;2763;12621;34079;38922;17922
"Bergen Flesland";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";343341;353955;415768;391625;433228;472627;405586;430757;439862;460607;409382;345706;355783;369918;426050;304360;459405;498007;461272;486257;502437;506181;441433;378611;381920;381848;467377;437641;524058;540970;488115;516901;540277;547805;499059;415269;418331;431770;506693;457584;543559;532639;523496;534967;536354;559150;504969;410980;422628;442757;482990;537192;571932;601021;592162;590220;587940;606009;523344;440106;451407;448573;522796;519752;562189;612795;570260;576754;571074;582806;492088;423253;404191;423601;486243;493943;545785;595566;559903;568985;554714;552711;477481;408552;398691;427070;477553;477007;544321;585636;550176;562832;558410;554853;462131;409712;403475;409732;485552;478485;552908;611317;574447;586320;583179;579743;480030;418384;420406;422763;480881;517032;565589;609615;593981;612875;600323;598402;508140;440527;443609;443565;521575;507067;582439;640815;601701;614512;616236;614202;514207;459457;459579;455950;248014;79848;96917;165899;234981;240009;219168
"Bergen Flesland";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";249977;260496;305352;277923;304550;321150;222758;275356;307728;332958;305838;250183;257349;265950;293579;199560;298431;305291;223269;289143;332651;342383;311710;262888;265823;267246;325471;278899;350976;328116;228235;302650;356354;368138;356166;287832;300925;309923;355580;301402;372481;332022;254108;323403;353881;378776;359390;280637;298726;304336;312717;356692;362854;347683;255111;318317;368020;387942;352013;281712;305748;298397;345937;326525;356048;365045;248565;314585;360227;380581;337206;277173;274314;281368;321250;310408;329798;342183;236593;301078;333087;343973;319206;257658;260834;281916;290305;302792;329978;331166;224100;296781;342806;342451;314056;263363;268929;271388;323281;290714;342098;346995;230285;309123;346480;361977;331645;269507;281316;278470;304914;330719;339913;338779;243117;320252;356546;369418;344922;273441;291040;286215;338043;293713;347094;356674;237015;317223;365477;377329;338841;283096;296815;291262;161680;61335;77226;134349;182491;183971;183057
"Bergen Flesland";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";63462;65595;79824;89603;97526;110458;129080;112019;95322;101695;84223;73928;72603;78132;100628;82629;129872;149505;172832;146921;127713;128231;95451;82016;79935;83194;102883;125367;138349;159671;197638;164516;141566;140042;102292;94894;86935;96333;118964;132231;139296;154783;205590;168713;147028;142577;111425;98597;92683;103292;126374;142476;166766;192660;247045;206735;172770;166512;124453;118671;105088;114401;136812;156038;166070;193753;241399;205543;167152;159124;118046;114443;97835;109203;129972;153530;180023;205538;254560;221061;186051;173400;125121;121848;106051;115441;153951;152217;183246;206877;258210;222345;183495;177098;117890;117899;106591;110186;132063;163304;179399;211354;268502;230197;195945;184527;122159;122296;114776;116944;143743;165919;192602;223624;282269;245532;204323;188898;132178;137453;121508;125150;147404;187176;204090;236543;292263;249130;213600;192498;140088;144967;128096;132529;64112;2574;2349;11004;33770;38588;17860
"Bergen Flesland";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";313439;326091;385176;367526;402076;431608;351838;387375;403050;434653;390061;324111;329952;344082;394207;282189;428303;454796;396101;436064;460364;470614;407161;344904;345758;350440;428354;404266;489325;487787;425873;467166;497920;508180;458458;382726;387860;406256;474544;433633;511777;486805;459698;492116;500909;521353;470815;379234;391409;407628;439091;499168;529620;540343;502156;525052;540790;554454;476466;400383;410836;412798;482749;482563;522118;558798;489964;520128;527379;539705;455252;391616;372149;390571;451222;463938;509821;547721;491153;522139;519138;517373;444327;379506;366885;397357;444256;455009;513224;538043;482310;519126;526301;519549;431946;381262;375520;381574;455344;454018;521497;558349;498787;539320;542425;546504;453804;391803;396092;395414;448657;496638;532515;562403;525386;565784;560869;558316;477100;410894;412548;411365;485447;480889;551184;593217;529278;566353;579077;569827;478929;428063;424911;423791;225792;63909;79575;145353;216261;222559;200917
"Bergen Flesland";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";480;664;176;318;121;325;394;25;363;1088;51;833;425;368;1236;321;53;1435;1817;917;299;239;656;373;350;327;1059;120;314;867;1757;666;540;585;1786;268;540;443;1337;857;177;113;850;399;497;1621;1124;953;290;2335;4125;1449;352;895;1141;217;631;1925;1379;736;579;190;480;822;281;1242;2740;1490;501;951;206;896;547;836;678;1116;841;248;2200;184;403;291;883;739;783;516;119;169;249;239;188;81;58;30;88;597;311;334;330;424;231;324;683;64;658;140;247;388;69;195;563;269;174;67;139;20;844;229;3;45;504;4;924;392;81;538;132;128;303;783;1627;1230;2971;1814;1081;775;756;1089;402;132;64
"Bergen Flesland";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";15155;13617;14557;7782;16720;26833;40421;29798;21923;10818;6922;6849;8457;8875;11465;4888;12896;25246;46102;30540;22313;17028;15402;14972;18947;15839;17758;14814;13648;30425;42059;27154;19927;18027;15952;12354;12933;12629;15987;10227;16263;31479;50454;31014;24566;24035;22009;19734;18468;19893;25789;13640;19901;39635;68267;42129;24373;25109;22310;17246;17398;16873;19529;15159;19338;32808;57229;35083;20923;19807;16668;12283;14520;14706;15357;8834;15939;27935;48951;30862;18340;18529;17827;14051;16944;15727;17572;7250;13937;30227;53261;27167;17434;21820;16395;15896;15210;15666;16291;11762;16203;38280;62095;33333;27024;21579;13627;14848;12371;14505;17061;5928;16171;31127;54494;31141;22572;21856;14121;13546;13766;14993;17274;9236;11399;30196;53862;30265;18585;22543;15971;13376;13581;14671;6770;48;389;1605;309;250;62
